"index","Familie","Gattung","Art","D_3__Anaerolineales","D_3__Bacteroidales","D_3__Betaproteobacteriales","D_3__Clostridiales","D_3__Coriobacteriales","D_3__Desulfobacterales","D_3__Erysipelotrichales","D_3__Fibrobacterales","D_3__Lactobacillales","D_3__Methanobacteriales","D_3__Methanomicrobiales","D_3__Saccharimonadales","D_3__Selenomonadales","D_3__Spirochaetales","D_3__Synergistales","D_3__Verrucomicrobiales","D_3__Bacillales","D_3__Enterobacteriales","D_3__Micrococcales","D_3__Pseudomonadales","D_3__Sphingobacteriales","D_3__Bifidobacteriales","D_3__Fusobacteriales","D_3__Campylobacterales","D_3__Methanomassiliicoccales","D_3__Mycoplasmatales","D_3__Pedosphaerales","D_3__Pirellulales","D_3__Desulfovibrionales","D_3__Burkholderiales bacterium Beta_02","D_3__Elusimicrobiales","D_3__Endomicrobiales","D_3__Aeromonadales","D_3__Anaeroplasmatales","D_3__Cardiobacteriales","D_3__Flavobacteriales","D_3__Pasteurellales","D_3__Opitutales","D_3__Corynebacteriales","D_3__Bdellovibrionales","D_3__Caulobacterales","D_3__Chloroflexales","D_3__Chthoniobacterales","D_3__Cytophagales","D_3__Diplorickettsiales","D_3__Propionibacteriales","D_3__Rhizobiales","D_3__Rhodobacterales","D_3__Sphingomonadales","D_3__Xanthomonadales","D_3__Alteromonadales","D_3__Cellvibrionales","D_3__Chitinophagales","D_3__Paracaedibacterales","D_3__Methanosarcinales","D_3__Izimaplasmatales","D_3__Actinomycetales","D_3__Nostocales","D_3__Rickettsiales","D_3__Gastranaerophilales","D_3__Victivallales","D_3__Entomoplasmatales","D_3__Acholeplasmatales","D_3__Oligoflexales","D_3__Parabasalia","D_3__Acetobacterales","D_3__Leptospirales","D_3__Deferribacterales","D_3__Blastocatellales","D_3__Frankiales","D_3__Fungi","D_3__Oligosphaerales"
"FRA2506WALD1","Canidae","Speothos","Waldhund",0,147,0,7230,0,0,22,0,520,0,0,0,0,0,0,0,0,380,0,0,0,0,3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WALD2","Canidae","Speothos","Waldhund",0,16948,1508,14954,0,0,184,0,9920,0,0,0,2606,0,0,0,0,1501,0,0,0,379,18766,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD1","Canidae","Lycaon","Wildhund",0,1156,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD2","Canidae","Lycaon","Wildhund",0,1378,70,216,0,0,72,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD3","Canidae","Lycaon","Wildhund",0,862,0,273,0,0,110,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,505,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2508KANI1","Leporidae","Oryctolagus","Kaninchen",0,7151,131,10723,0,0,87,0,0,0,0,0,0,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2508KANI2","Leporidae","Oryctolagus","Kaninchen",0,5142,89,5996,0,0,73,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2606TIGA3","Felidae","Panthera","Tiger",0,94,0,2106,0,0,0,0,244,0,0,0,0,0,0,0,0,11106,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2606TIGA4","Felidae","Panthera","Tiger",0,1483,0,2851,0,0,78,0,0,0,0,0,130,0,0,0,0,160,0,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2606WALD3","Canidae","Speothos","Waldhund",0,578,0,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2606WALD4","Canidae","Speothos","Waldhund",0,954,88,844,0,0,0,0,0,0,0,0,640,0,0,0,0,3732,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2706TIGA5","Felidae","Panthera","Tiger",0,4775,340,1071,0,0,0,0,0,0,0,0,383,0,0,0,0,1094,0,0,0,0,3881,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2706TIGA6","Felidae","Panthera","Tiger",0,427,0,4366,0,0,51,0,0,0,0,0,392,0,0,0,0,2159,0,0,0,0,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2806TIGA7","Felidae","Panthera","Tiger",0,2651,123,4660,0,0,0,0,0,0,0,0,336,0,0,0,0,2834,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2806TIGA8","Felidae","Panthera","Tiger",0,203,0,4467,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2806WALD5","Canidae","Speothos","Waldhund",0,451,216,5620,0,0,255,0,0,0,0,0,133,0,0,0,171,5043,0,0,0,0,1081,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2806WALD6","Canidae","Speothos","Waldhund",0,2179,133,1272,0,0,0,0,0,0,0,0,452,0,0,0,0,355,0,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2906TIGA9","Felidae","Panthera","Tiger",0,3284,67,8377,0,0,0,0,0,111,0,0,656,0,0,55,0,974,0,0,0,0,2400,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2906WALD7","Canidae","Speothos","Waldhund",0,4435,290,349,0,0,0,0,0,0,0,0,351,0,0,0,0,234,0,0,0,0,4139,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2906WALD8","Canidae","Speothos","Waldhund",0,2311,322,1668,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,2760,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA3006LOEW1","Felidae","Panthera","Loewe",0,1735,100,1066,0,0,0,0,301,0,0,0,62,0,0,0,0,99,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA3006LOEW2","Felidae","Panthera","Loewe",0,770,91,5237,163,0,529,0,51,0,0,0,406,0,0,0,0,1063,0,0,0,0,1642,322,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA3007KANI1","Leporidae","Oryctolagus","Kaninchen",0,7697,194,11057,0,0,316,0,0,0,0,86,0,0,0,2764,0,0,0,0,0,0,0,144,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA3007KANI2","Leporidae","Oryctolagus","Kaninchen",0,4958,106,8052,0,0,188,0,0,0,0,86,0,0,0,1622,0,0,0,0,0,0,0,120,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU1","Ursidae","Ursus","Braunbaer",0,0,0,5852,0,0,334,0,492,0,0,0,0,0,0,0,715,11490,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU2","Ursidae","Ursus","Braunbaer",0,0,0,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,0,0,0,0,590,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU3","Ursidae","Ursus","Braunbaer",0,0,0,11028,0,0,503,0,102,0,0,0,0,0,0,0,598,13108,0,270,0,0,195,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU4","Ursidae","Ursus","Braunbaer",0,0,0,6299,0,0,347,0,0,0,0,0,0,0,0,0,561,6832,0,0,0,0,314,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB1","Ursidae","Ursus","Eisbaer",0,40,0,1173,0,0,0,0,335,0,0,0,2619,0,0,0,81,2352,0,0,43,0,585,26,0,0,0,0,0,0,0,0,53,0,0,0,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB2","Ursidae","Ursus","Eisbaer",0,783,0,15452,0,0,120,0,2075,0,0,0,0,0,0,0,0,6406,0,18,0,26,6747,24,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB3","Ursidae","Ursus","Eisbaer",0,27,23,6874,0,0,1108,0,39,0,0,0,3372,0,0,0,0,10027,0,27,0,75,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910ERDM1","Herpestidae","Suricata","Erdmaennchen",0,388,0,2774,0,0,0,0,1124,0,0,0,0,0,0,0,120,7963,0,2401,19,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"GEL0910ERDM2","Herpestidae","Suricata","Erdmaennchen",0,3220,0,1836,0,0,54,0,859,0,0,0,103,0,0,0,202,3282,0,2645,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910ERDM3","Herpestidae","Suricata","Erdmaennchen",0,3043,73,2531,0,0,0,0,0,0,0,0,69,0,0,0,256,1165,0,899,0,0,1275,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910FLUS1","Hippopotamidae","Hippopotamus","Flusspferd",0,2952,912,2400,0,20,321,0,0,26,0,25,161,0,0,0,272,633,0,4301,0,0,0,0,0,0,0,0,195,0,0,0,137,67,0,75,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910FLUS2","Hippopotamidae","Hippopotamus","Flusspferd",0,1936,256,4236,0,0,670,0,0,37,0,17,115,0,0,0,442,1111,0,437,0,0,0,0,0,0,0,0,83,0,0,0,84,259,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
"GEL0910FLUS3","Hippopotamidae","Hippopotamus","Flusspferd",0,1872,208,3985,0,21,481,0,49,145,0,22,81,0,0,0,192,901,0,608,0,0,0,0,0,0,0,0,65,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910IMPA1","Bovidae","Aepyceros","Impala",0,3405,0,2101,0,0,0,0,0,178,0,0,298,648,0,198,369,0,0,0,0,0,0,0,167,0,0,0,24,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"GEL0910IMPA2","Bovidae","Aepyceros","Impala",0,1930,0,1535,0,0,0,0,0,0,0,42,120,360,0,138,140,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910IMPA3","Bovidae","Aepyceros","Impala",0,4820,0,3199,0,0,0,42,0,226,0,0,304,1118,0,95,594,0,0,0,0,0,0,0,99,0,0,28,59,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"GEL0910IMPA4","Bovidae","Aepyceros","Impala",0,1156,0,475,0,0,0,0,0,0,0,0,60,132,0,85,95,71,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KAMT1","Ursidae","Ursus","Braunbaer",0,21,0,6040,0,0,158,0,453,0,0,0,0,0,0,0,0,5410,0,0,0,0,6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KAMT2","Ursidae","Ursus","Braunbaer",0,0,0,3339,0,0,175,0,62,0,0,0,0,0,0,0,0,2272,0,0,0,0,3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KAMT3","Ursidae","Ursus","Braunbaer",0,0,0,3632,0,0,0,0,547,0,0,0,0,0,0,0,0,3155,0,310,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT1","Mustelidae","Aonyx","Kurzkrallenotter",0,0,12,45,0,0,0,0,5363,0,0,0,0,0,0,0,0,12503,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT2","Mustelidae","Aonyx","Kurzkrallenotter",0,534,31,6689,0,0,0,0,2013,0,0,0,0,0,0,0,0,11191,0,358,0,0,51,0,0,0,0,0,0,0,0,0,138,0,480,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT3","Mustelidae","Aonyx","Kurzkrallenotter",0,0,0,905,0,0,0,0,4816,0,0,0,0,0,0,0,0,11729,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",49,11037,0,6211,0,0,251,794,0,46,0,263,389,3403,64,0,0,0,0,0,0,0,0,0,172,93,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,5196,0,2042,0,0,153,263,0,64,0,0,146,1476,62,0,0,0,0,0,0,0,0,0,399,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910ORAN2","Homininae","Pongo","Orang-Utan",0,4713,132,6176,0,0,77,18,0,388,0,43,451,1632,380,0,32,247,0,240,0,0,0,279,535,0,1198,1316,119,0,0,0,224,0,0,18,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910RENT1","Cervidae","Rangifer","Rentier",24,6498,33,7346,0,0,0,373,0,82,360,0,314,1210,0,223,55,0,0,0,0,0,0,0,57,0,0,23,66,0,0,0,0,0,0,31,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910RENT2","Cervidae","Rangifer","Rentier",0,4457,0,4038,0,0,0,248,0,23,345,0,135,868,0,553,0,0,0,0,0,0,0,0,36,0,0,15,32,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910RENT3","Cervidae","Rangifer","Rentier",0,4339,0,3381,0,0,0,232,0,19,163,0,191,753,0,564,14,0,0,0,0,0,0,0,19,0,0,0,0,0,32,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA1","Giraffidae","Giraffa","Giraffe",0,3923,41,2950,0,0,0,0,0,268,0,0,184,815,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA2","Giraffidae","Giraffa","Giraffe",0,2968,0,2717,0,0,0,153,0,57,22,0,230,1501,0,55,0,0,0,0,0,0,0,0,241,0,0,0,87,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA3","Giraffidae","Giraffa","Giraffe",0,2713,0,3496,0,0,0,84,0,323,0,0,132,1040,0,430,0,0,0,0,0,0,0,0,172,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA4","Giraffidae","Giraffa","Giraffe",0,3769,56,4408,0,0,12,0,0,493,0,0,287,1050,0,0,0,0,0,0,0,0,0,0,58,0,0,0,55,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA5","Giraffidae","Giraffa","Giraffe",0,3682,35,2920,0,0,18,0,0,133,0,0,203,968,0,114,0,0,0,0,0,0,0,0,87,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA6","Giraffidae","Giraffa","Giraffe",0,3271,27,2609,0,0,0,135,0,187,0,0,240,1098,0,50,0,0,0,0,0,0,0,0,193,0,0,0,98,0,0,0,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA7","Giraffidae","Giraffa","Giraffe",0,2645,30,2662,0,0,0,81,0,327,0,0,279,1385,0,52,0,0,0,0,0,0,0,0,190,0,0,0,115,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA8","Giraffidae","Giraffa","Giraffe",0,5350,38,4992,0,0,0,302,0,362,0,0,405,2027,0,185,0,0,0,0,0,0,0,0,289,0,0,0,179,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",32,5742,0,3731,0,0,124,131,0,46,0,0,138,2993,0,0,0,0,0,0,0,0,0,0,304,119,41,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",23,7278,0,4324,0,0,93,1939,0,0,0,0,95,2215,39,0,0,0,0,0,41,0,0,0,174,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707NASH3","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",64,9617,0,6757,0,0,442,1217,0,195,221,0,178,3673,69,0,51,0,0,0,22,0,0,0,466,285,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI0208TIGRW","Felidae","Panthera","Tiger",0,349,0,3751,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI0911BAER1","Ursidae","Ursus","Braunbaer",0,0,0,12672,0,0,5276,0,3081,0,0,0,0,0,0,0,211,6790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI0911BAER2","Ursidae","Ursus","Braunbaer",0,0,0,4907,0,0,353,0,356,0,0,0,0,0,0,0,0,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1011BAER1","Ursidae","Ursus","Braunbaer",0,0,0,22312,0,0,3218,0,771,0,0,0,0,0,0,0,24,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1011BAER2","Ursidae","Ursus","Braunbaer",0,0,0,12825,0,0,1732,0,2869,0,0,0,0,0,0,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1111BAER1","Ursidae","Ursus","Braunbaer",0,0,0,9721,0,0,4805,0,678,0,0,0,0,0,0,0,513,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1111BAER2","Ursidae","Ursus","Braunbaer",0,0,0,8586,0,0,510,0,3286,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1206TIGA1","Felidae","Panthera","Tiger",0,1749,236,5617,0,0,52,0,0,0,0,0,16,0,0,0,0,3963,0,0,0,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEI1206TIGA2","Felidae","Panthera","Tiger",0,2006,104,8369,0,0,38,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
